Sample File,C:\Users\vancelab\Desktop\Chamber\Raw data\Chamber_Water_SMPS_FreshSmoke_HRH_20230413.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3788 High Flow
Reference Gas Viscosity (Pa*s),1.83245e-005
Reference Mean Free Path (m),6.73e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.3
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Date,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23
Start Time,15:35:00,15:38:00,15:41:00,15:44:00,15:47:00,15:50:00,15:53:00,15:56:00,15:59:00,16:02:00,16:05:00,16:08:00,16:11:00,16:14:00,16:17:00,16:20:00,16:23:00,16:26:00,16:29:00,16:32:00,16:35:00,16:38:00,16:41:00,16:44:00,16:47:00,16:50:00,16:53:00,16:56:00
Diameter Midpoint
145.9,5.3218,0,6793.01,6119.12,4062.01,5453.79,4273.24,5059.5,5679.84,3508.77,4923.08,2468.43,77.582,388.887,71.7221,81.1475,104.729,53.7561,51.2174,66.4003,1307.22,1784.43,1777.76,2731.53,637.163,508.604,924.55,580.033
151.2,0,5.32084,6950.61,6460.16,4152.46,5550.44,4494.99,5610.44,5898.22,3895.83,4677.16,2570.48,53.3956,191.68,58.6228,133.021,96.0559,87.8589,95.6607,18.7451,1614.12,2572.89,1982.18,1946.79,2197.78,767.589,743.201,831.195
156.8,5.34472,5.34472,6974.54,6236.02,4243.1,5779.65,3946.84,6223.45,5982.89,3962.1,4592.71,2511.8,55.7866,109.291,228.68,119.085,378.39,52.7237,77.223,55.7291,1040.09,2920.52,1823.48,2295.24,1148.67,932.795,805.833,618.957
162.5,1.46188,0,7180.58,7298.9,4495.56,5816.64,4134.82,7164.25,7504.45,4121.01,5094.29,2580.97,115.822,117.284,116.606,427.997,157.112,109.623,111.915,19.1831,1174.4,2206.13,2275.85,2037.82,1091.23,733.622,855.724,681.35
168.5,3.92461,16.1793,7264.99,6980.3,4760.38,6079.54,4540.62,5625.23,6305.92,4805.87,5377.64,2509.32,54.0877,155.715,59.4808,97.2325,137.44,95.9207,84.9778,91.8394,1137.96,1951.9,2073.12,2086.67,1297.34,613.119,912.86,679.823
174.7,5.44341,5.44341,10701.5,6865.36,4602.5,6516.91,4360.07,5520.54,5362.68,4417.65,5322.76,2713.73,108.71,189.729,105.397,130.484,355.793,97.6651,92.8532,96.1665,1144.37,2032.36,1545.13,2580.72,1237.14,735.488,934.132,651.234
181.1,5.46837,5.46837,7020.85,8660.12,5317.98,6415.92,5233.23,5855.16,5909.95,5570.1,5848.23,2892.29,92.9623,192.873,93.7822,106.859,159.403,203.81,108.892,115.471,1112.12,2078.05,1885.49,1615.8,1876.9,701.436,846.68,690.63
187.7,0,0,7936.35,7129.22,5331.25,6110.76,5179.29,5525.38,6282.58,4430.34,5352.58,3355.74,102.15,240.024,85.3338,190.272,179.232,110.33,104.882,161.121,1182.61,2189.3,2005.73,1749.82,1416.74,806.246,990.912,610.567
194.6,0,16.6373,7918.24,6727.53,6781.29,6211.25,4976.85,5561.62,5551.68,4714.92,5339.05,2833.85,113.66,181.946,98.1645,301.537,257.38,119.696,249.559,111.693,1135.86,2232.44,1875.58,1629.26,1247.85,1046.92,959.988,649.231
201.7,0,0,7062.72,7258.99,5399.86,7179.28,5056.89,5299.97,5753.8,4523.74,3878.27,2604.82,379.213,244.877,163.287,229.835,214.488,140.106,86.4047,348.772,1209.33,2208.81,1783.83,1753.34,1105.15,811.381,1112.99,524.917
